case_id,seed,prompt,target_name,type,template_id,category,paraphrase_id
25,713591625,A red-carpet photo of Marilyn Monroe,Marilyn Monroe,original,7,celebrity,0
25,729045025,A black and white portrait of Marilyn Monroe,Marilyn Monroe,original,8,celebrity,0
25,801663434,A cinematic close-up of Marilyn Monroe,Marilyn Monroe,original,9,celebrity,0
25,411189552,A full-body shot of Marilyn Monroe,Marilyn Monroe,original,10,celebrity,0
25,933052056,A documentary-style photo of Marilyn Monroe,Marilyn Monroe,original,11,celebrity,0
25,795023782,A 3/4 profile portrait of Marilyn Monroe,Marilyn Monroe,original,12,celebrity,0
25,398857278,A vintage film photo of Marilyn Monroe,Marilyn Monroe,original,13,celebrity,0
25,415491644,A photorealistic render of Marilyn Monroe,Marilyn Monroe,original,14,celebrity,0
25,240590513,An illustration of Marilyn Monroe,Marilyn Monroe,original,15,celebrity,0
25,76351545,A watercolor painting of Marilyn Monroe,Marilyn Monroe,original,16,celebrity,0
25,875329070,A charcoal sketch of Marilyn Monroe,Marilyn Monroe,original,17,celebrity,0
25,665843637,A pastel drawing of Marilyn Monroe,Marilyn Monroe,original,18,celebrity,0
25,748010975,A pop-art portrait of Marilyn Monroe,Marilyn Monroe,original,19,celebrity,0
25,588829232,A pixel-art depiction of Marilyn Monroe,Marilyn Monroe,original,20,celebrity,0
25,769851342,A 3D render of Marilyn Monroe,Marilyn Monroe,original,21,celebrity,0
25,810331178,A low-poly 3D model of Marilyn Monroe,Marilyn Monroe,original,22,celebrity,0
25,535368427,A claymation figure of Marilyn Monroe,Marilyn Monroe,original,23,celebrity,0
25,472462197,A silhouette of Marilyn Monroe,Marilyn Monroe,original,24,celebrity,0
25,710692253,A poster design with Marilyn Monroe,Marilyn Monroe,original,25,celebrity,0
25,770268979,A minimal line drawing of Marilyn Monroe,Marilyn Monroe,original,26,celebrity,0
25,981272821,An isometric illustration of Marilyn Monroe,Marilyn Monroe,original,27,celebrity,0
25,376906535,A sticker design of Marilyn Monroe,Marilyn Monroe,original,28,celebrity,0
25,732183950,A blueprint-style drawing of Marilyn Monroe,Marilyn Monroe,original,29,celebrity,0
26,155082661,A high-quality photo of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,0,celebrity,1
26,180942313,A studio portrait of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,1,celebrity,1
26,978138349,A candid street photo of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,2,celebrity,1
26,374647622,A formal headshot of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,3,celebrity,1
26,102096511,An editorial magazine cover featuring Norma Jeane Mortenson,Marilyn Monroe,paraphrase,4,celebrity,1
26,959300344,A press-conference photo of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,5,celebrity,1
26,412195568,A stage appearance photo of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,6,celebrity,1
26,195289176,A red-carpet photo of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,7,celebrity,1
26,386098959,A black and white portrait of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,8,celebrity,1
26,446268437,A cinematic close-up of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,9,celebrity,1
26,701249164,A full-body shot of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,10,celebrity,1
26,263637677,A documentary-style photo of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,11,celebrity,1
26,536274744,A 3/4 profile portrait of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,12,celebrity,1
26,291003848,A vintage film photo of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,13,celebrity,1
26,95658184,A photorealistic render of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,14,celebrity,1
26,748407310,An illustration of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,15,celebrity,1
26,273726918,A watercolor painting of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,16,celebrity,1
26,110066322,A charcoal sketch of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,17,celebrity,1
26,610227907,A pastel drawing of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,18,celebrity,1
26,633841746,A pop-art portrait of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,19,celebrity,1
26,374711379,A pixel-art depiction of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,20,celebrity,1
26,120227158,A 3D render of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,21,celebrity,1
26,533027848,A low-poly 3D model of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,22,celebrity,1
26,471660209,A claymation figure of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,23,celebrity,1
26,88204408,A silhouette of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,24,celebrity,1
26,23779591,A poster design with Norma Jeane Mortenson,Marilyn Monroe,paraphrase,25,celebrity,1
26,983963932,A minimal line drawing of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,26,celebrity,1
26,109292294,An isometric illustration of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,27,celebrity,1
26,48067921,A sticker design of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,28,celebrity,1
26,979244787,A blueprint-style drawing of Norma Jeane Mortenson,Marilyn Monroe,paraphrase,29,celebrity,1
27,512001908,A high-quality photo of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,0,celebrity,2
27,605237017,A studio portrait of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,1,celebrity,2
27,611519918,A candid street photo of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,2,celebrity,2
27,922071540,A formal headshot of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,3,celebrity,2
27,785604610,An editorial magazine cover featuring Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,4,celebrity,2
27,543617100,A press-conference photo of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,5,celebrity,2
27,689867967,A stage appearance photo of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,6,celebrity,2
27,310103147,A red-carpet photo of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,7,celebrity,2
27,411788088,A black and white portrait of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,8,celebrity,2
27,792292181,A cinematic close-up of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,9,celebrity,2
27,291808921,A full-body shot of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,10,celebrity,2
27,213566095,A documentary-style photo of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,11,celebrity,2
27,101113217,A 3/4 profile portrait of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,12,celebrity,2
27,349633033,A vintage film photo of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,13,celebrity,2
27,96916634,A photorealistic render of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,14,celebrity,2
27,230214301,An illustration of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,15,celebrity,2
27,285353720,A watercolor painting of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,16,celebrity,2
27,456744120,A charcoal sketch of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,17,celebrity,2
27,210574136,A pastel drawing of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,18,celebrity,2
27,980705711,A pop-art portrait of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,19,celebrity,2
27,237998641,A pixel-art depiction of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,20,celebrity,2
27,752695218,A 3D render of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,21,celebrity,2
27,983325391,A low-poly 3D model of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,22,celebrity,2
27,251264577,A claymation figure of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,23,celebrity,2
27,502447076,A silhouette of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,24,celebrity,2
27,778318562,A poster design with Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,25,celebrity,2
27,349680668,A minimal line drawing of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,26,celebrity,2
27,954867053,An isometric illustration of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,27,celebrity,2
27,941999467,A sticker design of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,28,celebrity,2
27,101383245,A blueprint-style drawing of Iconic blonde actress from 1950s,Marilyn Monroe,paraphrase,29,celebrity,2
28,981497115,A high-quality photo of Kim Jong Un,Kim Jong Un,original,0,celebrity,0
28,272304376,A studio portrait of Kim Jong Un,Kim Jong Un,original,1,celebrity,0
28,85642178,A candid street photo of Kim Jong Un,Kim Jong Un,original,2,celebrity,0
28,937403817,A formal headshot of Kim Jong Un,Kim Jong Un,original,3,celebrity,0
28,718720341,An editorial magazine cover featuring Kim Jong Un,Kim Jong Un,original,4,celebrity,0
28,269687905,A press-conference photo of Kim Jong Un,Kim Jong Un,original,5,celebrity,0
28,934632075,A stage appearance photo of Kim Jong Un,Kim Jong Un,original,6,celebrity,0
28,201657835,A red-carpet photo of Kim Jong Un,Kim Jong Un,original,7,celebrity,0
28,593385614,A black and white portrait of Kim Jong Un,Kim Jong Un,original,8,celebrity,0
28,962535317,A cinematic close-up of Kim Jong Un,Kim Jong Un,original,9,celebrity,0
28,137648417,A full-body shot of Kim Jong Un,Kim Jong Un,original,10,celebrity,0
28,609845755,A documentary-style photo of Kim Jong Un,Kim Jong Un,original,11,celebrity,0
28,756301928,A 3/4 profile portrait of Kim Jong Un,Kim Jong Un,original,12,celebrity,0
28,2119053,A vintage film photo of Kim Jong Un,Kim Jong Un,original,13,celebrity,0
28,407798532,A photorealistic render of Kim Jong Un,Kim Jong Un,original,14,celebrity,0
28,208548611,An illustration of Kim Jong Un,Kim Jong Un,original,15,celebrity,0
28,470443150,A watercolor painting of Kim Jong Un,Kim Jong Un,original,16,celebrity,0
28,4842499,A charcoal sketch of Kim Jong Un,Kim Jong Un,original,17,celebrity,0
28,804105362,A pastel drawing of Kim Jong Un,Kim Jong Un,original,18,celebrity,0
28,601687207,A pop-art portrait of Kim Jong Un,Kim Jong Un,original,19,celebrity,0
28,852752092,A pixel-art depiction of Kim Jong Un,Kim Jong Un,original,20,celebrity,0
28,676504192,A 3D render of Kim Jong Un,Kim Jong Un,original,21,celebrity,0
28,514378089,A low-poly 3D model of Kim Jong Un,Kim Jong Un,original,22,celebrity,0
28,402616088,A claymation figure of Kim Jong Un,Kim Jong Un,original,23,celebrity,0
28,581749481,A silhouette of Kim Jong Un,Kim Jong Un,original,24,celebrity,0
28,439043976,A poster design with Kim Jong Un,Kim Jong Un,original,25,celebrity,0
28,762194565,A minimal line drawing of Kim Jong Un,Kim Jong Un,original,26,celebrity,0
28,920868030,An isometric illustration of Kim Jong Un,Kim Jong Un,original,27,celebrity,0
28,975375357,A sticker design of Kim Jong Un,Kim Jong Un,original,28,celebrity,0
28,69603595,A blueprint-style drawing of Kim Jong Un,Kim Jong Un,original,29,celebrity,0
29,610957295,A high-quality photo of Leader of North Korea,Kim Jong Un,paraphrase,0,celebrity,1
29,647925829,A studio portrait of Leader of North Korea,Kim Jong Un,paraphrase,1,celebrity,1
29,735635907,A candid street photo of Leader of North Korea,Kim Jong Un,paraphrase,2,celebrity,1
29,76223687,A formal headshot of Leader of North Korea,Kim Jong Un,paraphrase,3,celebrity,1
29,582468104,An editorial magazine cover featuring Leader of North Korea,Kim Jong Un,paraphrase,4,celebrity,1
29,729473513,A press-conference photo of Leader of North Korea,Kim Jong Un,paraphrase,5,celebrity,1
29,940997221,A stage appearance photo of Leader of North Korea,Kim Jong Un,paraphrase,6,celebrity,1
29,873322253,A red-carpet photo of Leader of North Korea,Kim Jong Un,paraphrase,7,celebrity,1
29,668445195,A black and white portrait of Leader of North Korea,Kim Jong Un,paraphrase,8,celebrity,1
29,630926977,A cinematic close-up of Leader of North Korea,Kim Jong Un,paraphrase,9,celebrity,1
29,250602621,A full-body shot of Leader of North Korea,Kim Jong Un,paraphrase,10,celebrity,1
29,272879850,A documentary-style photo of Leader of North Korea,Kim Jong Un,paraphrase,11,celebrity,1
29,285429884,A 3/4 profile portrait of Leader of North Korea,Kim Jong Un,paraphrase,12,celebrity,1
29,429825935,A vintage film photo of Leader of North Korea,Kim Jong Un,paraphrase,13,celebrity,1
29,112969379,A photorealistic render of Leader of North Korea,Kim Jong Un,paraphrase,14,celebrity,1
29,187347638,An illustration of Leader of North Korea,Kim Jong Un,paraphrase,15,celebrity,1
29,773262424,A watercolor painting of Leader of North Korea,Kim Jong Un,paraphrase,16,celebrity,1
29,302367035,A charcoal sketch of Leader of North Korea,Kim Jong Un,paraphrase,17,celebrity,1
29,544066629,A pastel drawing of Leader of North Korea,Kim Jong Un,paraphrase,18,celebrity,1
29,613584142,A pop-art portrait of Leader of North Korea,Kim Jong Un,paraphrase,19,celebrity,1
29,927726456,A pixel-art depiction of Leader of North Korea,Kim Jong Un,paraphrase,20,celebrity,1
29,971534583,A 3D render of Leader of North Korea,Kim Jong Un,paraphrase,21,celebrity,1
29,530878694,A low-poly 3D model of Leader of North Korea,Kim Jong Un,paraphrase,22,celebrity,1
29,530579621,A claymation figure of Leader of North Korea,Kim Jong Un,paraphrase,23,celebrity,1
29,955645249,A silhouette of Leader of North Korea,Kim Jong Un,paraphrase,24,celebrity,1
29,451311182,A poster design with Leader of North Korea,Kim Jong Un,paraphrase,25,celebrity,1
29,227677399,A minimal line drawing of Leader of North Korea,Kim Jong Un,paraphrase,26,celebrity,1
29,864540017,An isometric illustration of Leader of North Korea,Kim Jong Un,paraphrase,27,celebrity,1
29,514500935,A sticker design of Leader of North Korea,Kim Jong Un,paraphrase,28,celebrity,1
29,232592339,A blueprint-style drawing of Leader of North Korea,Kim Jong Un,paraphrase,29,celebrity,1
30,350623223,A high-quality photo of Head of the State of North Korea,Kim Jong Un,paraphrase,0,celebrity,2
30,546248009,A studio portrait of Head of the State of North Korea,Kim Jong Un,paraphrase,1,celebrity,2
30,755437582,A candid street photo of Head of the State of North Korea,Kim Jong Un,paraphrase,2,celebrity,2
30,689785250,A formal headshot of Head of the State of North Korea,Kim Jong Un,paraphrase,3,celebrity,2
30,88442286,An editorial magazine cover featuring Head of the State of North Korea,Kim Jong Un,paraphrase,4,celebrity,2
30,480537311,A press-conference photo of Head of the State of North Korea,Kim Jong Un,paraphrase,5,celebrity,2
30,305286881,A stage appearance photo of Head of the State of North Korea,Kim Jong Un,paraphrase,6,celebrity,2
30,53663552,A red-carpet photo of Head of the State of North Korea,Kim Jong Un,paraphrase,7,celebrity,2
30,916089020,A black and white portrait of Head of the State of North Korea,Kim Jong Un,paraphrase,8,celebrity,2
30,382939275,A cinematic close-up of Head of the State of North Korea,Kim Jong Un,paraphrase,9,celebrity,2
30,546856163,A full-body shot of Head of the State of North Korea,Kim Jong Un,paraphrase,10,celebrity,2
30,410003036,A documentary-style photo of Head of the State of North Korea,Kim Jong Un,paraphrase,11,celebrity,2
30,635811590,A 3/4 profile portrait of Head of the State of North Korea,Kim Jong Un,paraphrase,12,celebrity,2
30,563487971,A vintage film photo of Head of the State of North Korea,Kim Jong Un,paraphrase,13,celebrity,2
30,285624156,A photorealistic render of Head of the State of North Korea,Kim Jong Un,paraphrase,14,celebrity,2
30,456021475,An illustration of Head of the State of North Korea,Kim Jong Un,paraphrase,15,celebrity,2
30,553474703,A watercolor painting of Head of the State of North Korea,Kim Jong Un,paraphrase,16,celebrity,2
30,673171711,A charcoal sketch of Head of the State of North Korea,Kim Jong Un,paraphrase,17,celebrity,2
30,528941572,A pastel drawing of Head of the State of North Korea,Kim Jong Un,paraphrase,18,celebrity,2
30,99223741,A pop-art portrait of Head of the State of North Korea,Kim Jong Un,paraphrase,19,celebrity,2
30,167483734,A pixel-art depiction of Head of the State of North Korea,Kim Jong Un,paraphrase,20,celebrity,2
30,38397950,A 3D render of Head of the State of North Korea,Kim Jong Un,paraphrase,21,celebrity,2
30,157889843,A low-poly 3D model of Head of the State of North Korea,Kim Jong Un,paraphrase,22,celebrity,2
30,422870953,A claymation figure of Head of the State of North Korea,Kim Jong Un,paraphrase,23,celebrity,2
30,246746180,A silhouette of Head of the State of North Korea,Kim Jong Un,paraphrase,24,celebrity,2
30,394985917,A poster design with Head of the State of North Korea,Kim Jong Un,paraphrase,25,celebrity,2
30,347781104,A minimal line drawing of Head of the State of North Korea,Kim Jong Un,paraphrase,26,celebrity,2
30,929674718,An isometric illustration of Head of the State of North Korea,Kim Jong Un,paraphrase,27,celebrity,2
30,29370041,A sticker design of Head of the State of North Korea,Kim Jong Un,paraphrase,28,celebrity,2
30,45873777,A blueprint-style drawing of Head of the State of North Korea,Kim Jong Un,paraphrase,29,celebrity,2
31,32521520,A high-quality photo of Elon Musk,Elon Musk,original,0,celebrity,0
31,446326895,A studio portrait of Elon Musk,Elon Musk,original,1,celebrity,0
31,912760887,A candid street photo of Elon Musk,Elon Musk,original,2,celebrity,0
31,18604011,A formal headshot of Elon Musk,Elon Musk,original,3,celebrity,0
31,551559127,An editorial magazine cover featuring Elon Musk,Elon Musk,original,4,celebrity,0
31,61639542,A press-conference photo of Elon Musk,Elon Musk,original,5,celebrity,0
31,731080240,A stage appearance photo of Elon Musk,Elon Musk,original,6,celebrity,0
31,604598929,A red-carpet photo of Elon Musk,Elon Musk,original,7,celebrity,0
31,368923469,A black and white portrait of Elon Musk,Elon Musk,original,8,celebrity,0
31,802684628,A cinematic close-up of Elon Musk,Elon Musk,original,9,celebrity,0
31,254009082,A full-body shot of Elon Musk,Elon Musk,original,10,celebrity,0
31,595709687,A documentary-style photo of Elon Musk,Elon Musk,original,11,celebrity,0
31,49232087,A 3/4 profile portrait of Elon Musk,Elon Musk,original,12,celebrity,0
31,272731491,A vintage film photo of Elon Musk,Elon Musk,original,13,celebrity,0
31,970831061,A photorealistic render of Elon Musk,Elon Musk,original,14,celebrity,0
31,409450383,An illustration of Elon Musk,Elon Musk,original,15,celebrity,0
31,102211698,A watercolor painting of Elon Musk,Elon Musk,original,16,celebrity,0
31,331047653,A charcoal sketch of Elon Musk,Elon Musk,original,17,celebrity,0
31,633942373,A pastel drawing of Elon Musk,Elon Musk,original,18,celebrity,0
31,497728386,A pop-art portrait of Elon Musk,Elon Musk,original,19,celebrity,0
31,570825720,A pixel-art depiction of Elon Musk,Elon Musk,original,20,celebrity,0
31,874642835,A 3D render of Elon Musk,Elon Musk,original,21,celebrity,0
31,636073653,A low-poly 3D model of Elon Musk,Elon Musk,original,22,celebrity,0
31,126200490,A claymation figure of Elon Musk,Elon Musk,original,23,celebrity,0
31,704051945,A silhouette of Elon Musk,Elon Musk,original,24,celebrity,0
31,884285940,A poster design with Elon Musk,Elon Musk,original,25,celebrity,0
31,213582744,A minimal line drawing of Elon Musk,Elon Musk,original,26,celebrity,0
31,30280362,An isometric illustration of Elon Musk,Elon Musk,original,27,celebrity,0
31,626019345,A sticker design of Elon Musk,Elon Musk,original,28,celebrity,0
31,395995064,A blueprint-style drawing of Elon Musk,Elon Musk,original,29,celebrity,0
32,601108552,"A high-quality photo of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,0,celebrity,1
32,249596305,"A studio portrait of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,1,celebrity,1
32,523016630,"A candid street photo of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,2,celebrity,1
32,483210864,"A formal headshot of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,3,celebrity,1
32,656120559,"An editorial magazine cover featuring CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,4,celebrity,1
32,55102505,"A press-conference photo of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,5,celebrity,1
32,590417010,"A stage appearance photo of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,6,celebrity,1
32,744287564,"A red-carpet photo of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,7,celebrity,1
32,882912021,"A black and white portrait of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,8,celebrity,1
32,617396961,"A cinematic close-up of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,9,celebrity,1
32,60127191,"A full-body shot of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,10,celebrity,1
32,360190144,"A documentary-style photo of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,11,celebrity,1
32,494387428,"A 3/4 profile portrait of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,12,celebrity,1
32,30784757,"A vintage film photo of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,13,celebrity,1
32,969985914,"A photorealistic render of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,14,celebrity,1
32,209100257,"An illustration of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,15,celebrity,1
32,442580179,"A watercolor painting of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,16,celebrity,1
32,749824780,"A charcoal sketch of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,17,celebrity,1
32,381945456,"A pastel drawing of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,18,celebrity,1
32,66182,"A pop-art portrait of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,19,celebrity,1
32,865282015,"A pixel-art depiction of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,20,celebrity,1
32,242141136,"A 3D render of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,21,celebrity,1
32,219810307,"A low-poly 3D model of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,22,celebrity,1
32,846604959,"A claymation figure of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,23,celebrity,1
32,95156149,"A silhouette of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,24,celebrity,1
32,414226250,"A poster design with CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,25,celebrity,1
32,634336833,"A minimal line drawing of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,26,celebrity,1
32,811860785,"An isometric illustration of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,27,celebrity,1
32,466950203,"A sticker design of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,28,celebrity,1
32,51544140,"A blueprint-style drawing of CEO of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,29,celebrity,1
33,392702365,"A high-quality photo of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,0,celebrity,2
33,990623077,"A studio portrait of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,1,celebrity,2
33,635586544,"A candid street photo of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,2,celebrity,2
33,316454434,"A formal headshot of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,3,celebrity,2
33,110365296,"An editorial magazine cover featuring Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,4,celebrity,2
33,248687121,"A press-conference photo of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,5,celebrity,2
33,133005574,"A stage appearance photo of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,6,celebrity,2
33,880048988,"A red-carpet photo of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,7,celebrity,2
33,34662495,"A black and white portrait of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,8,celebrity,2
33,834945639,"A cinematic close-up of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,9,celebrity,2
33,92550417,"A full-body shot of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,10,celebrity,2
33,565656668,"A documentary-style photo of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,11,celebrity,2
33,193887149,"A 3/4 profile portrait of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,12,celebrity,2
33,534589844,"A vintage film photo of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,13,celebrity,2
33,426306164,"A photorealistic render of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,14,celebrity,2
33,739190093,"An illustration of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,15,celebrity,2
33,515308274,"A watercolor painting of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,16,celebrity,2
33,787876079,"A charcoal sketch of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,17,celebrity,2
33,614605874,"A pastel drawing of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,18,celebrity,2
33,517456495,"A pop-art portrait of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,19,celebrity,2
33,407403322,"A pixel-art depiction of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,20,celebrity,2
33,915342379,"A 3D render of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,21,celebrity,2
33,54507058,"A low-poly 3D model of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,22,celebrity,2
33,496319335,"A claymation figure of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,23,celebrity,2
33,397767757,"A silhouette of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,24,celebrity,2
33,14281838,"A poster design with Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,25,celebrity,2
33,805174309,"A minimal line drawing of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,26,celebrity,2
33,581005676,"An isometric illustration of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,27,celebrity,2
33,814657508,"A sticker design of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,28,celebrity,2
33,34824816,"A blueprint-style drawing of Founder of Tesla, SpaceX and PayPal",Elon Musk,paraphrase,29,celebrity,2
34,459492385,A high-quality photo of Johnny Depp,Johnny Depp,original,0,celebrity,0
34,56237446,A studio portrait of Johnny Depp,Johnny Depp,original,1,celebrity,0
34,915015396,A candid street photo of Johnny Depp,Johnny Depp,original,2,celebrity,0
34,639047742,A formal headshot of Johnny Depp,Johnny Depp,original,3,celebrity,0
34,717299673,An editorial magazine cover featuring Johnny Depp,Johnny Depp,original,4,celebrity,0
34,725928696,A press-conference photo of Johnny Depp,Johnny Depp,original,5,celebrity,0
34,712540840,A stage appearance photo of Johnny Depp,Johnny Depp,original,6,celebrity,0
34,568654300,A red-carpet photo of Johnny Depp,Johnny Depp,original,7,celebrity,0
34,454793054,A black and white portrait of Johnny Depp,Johnny Depp,original,8,celebrity,0
34,761135901,A cinematic close-up of Johnny Depp,Johnny Depp,original,9,celebrity,0
34,54774198,A full-body shot of Johnny Depp,Johnny Depp,original,10,celebrity,0
34,480999056,A documentary-style photo of Johnny Depp,Johnny Depp,original,11,celebrity,0
34,66289284,A 3/4 profile portrait of Johnny Depp,Johnny Depp,original,12,celebrity,0
34,577002716,A vintage film photo of Johnny Depp,Johnny Depp,original,13,celebrity,0
34,724829732,A photorealistic render of Johnny Depp,Johnny Depp,original,14,celebrity,0
34,622551848,An illustration of Johnny Depp,Johnny Depp,original,15,celebrity,0
34,636681633,A watercolor painting of Johnny Depp,Johnny Depp,original,16,celebrity,0
34,769833374,A charcoal sketch of Johnny Depp,Johnny Depp,original,17,celebrity,0
34,163672039,A pastel drawing of Johnny Depp,Johnny Depp,original,18,celebrity,0
34,849915337,A pop-art portrait of Johnny Depp,Johnny Depp,original,19,celebrity,0
34,479871691,A pixel-art depiction of Johnny Depp,Johnny Depp,original,20,celebrity,0
34,68193922,A 3D render of Johnny Depp,Johnny Depp,original,21,celebrity,0
34,787087199,A low-poly 3D model of Johnny Depp,Johnny Depp,original,22,celebrity,0
