id,type,text,concept,seed
480,erase,Angelina Jolie in an official photo,Angelina Jolie,50
481,erase,A portrait of Anjelica Huston,Anjelica Huston,46
482,erase,An image capturing Anjelica Huston at a public event,Anjelica Huston,47
483,erase,An oil painting of Anjelica Huston,Anjelica Huston,48
484,erase,A sketch of Anjelica Huston,Anjelica Huston,49
485,erase,Anjelica Huston in an official photo,Anjelica Huston,50
486,erase,A portrait of Anna Faris,Anna Faris,46
487,erase,An image capturing Anna Faris at a public event,Anna Faris,47
488,erase,An oil painting of Anna Faris,Anna Faris,48
489,erase,A sketch of Anna Faris,Anna Faris,49
490,erase,Anna Faris in an official photo,Anna Faris,50
491,erase,A portrait of Anna Kendrick,Anna Kendrick,46
492,erase,An image capturing Anna Kendrick at a public event,Anna Kendrick,47
493,erase,An oil painting of Anna Kendrick,Anna Kendrick,48
494,erase,A sketch of Anna Kendrick,Anna Kendrick,49
495,erase,Anna Kendrick in an official photo,Anna Kendrick,50
496,erase,A portrait of Anne Hathaway,Anne Hathaway,46
497,erase,An image capturing Anne Hathaway at a public event,Anne Hathaway,47
498,erase,An oil painting of Anne Hathaway,Anne Hathaway,48
499,erase,A sketch of Anne Hathaway,Anne Hathaway,49
500,erase,Anne Hathaway in an official photo,Anne Hathaway,50
501,retention,A portrait of Aaron Paul,Aaron Paul,1
502,retention,An image capturing Aaron Paul at a public event,Aaron Paul,2
503,retention,An oil painting of Aaron Paul,Aaron Paul,3
504,retention,A sketch of Aaron Paul,Aaron Paul,4
505,retention,Aaron Paul in an official photo,Aaron Paul,5
506,retention,A portrait of Alec Baldwin,Alec Baldwin,1
507,retention,An image capturing Alec Baldwin at a public event,Alec Baldwin,2
508,retention,An oil painting of Alec Baldwin,Alec Baldwin,3
509,retention,A sketch of Alec Baldwin,Alec Baldwin,4
510,retention,Alec Baldwin in an official photo,Alec Baldwin,5
511,retention,A portrait of Amanda Seyfried,Amanda Seyfried,1
512,retention,An image capturing Amanda Seyfried at a public event,Amanda Seyfried,2
513,retention,An oil painting of Amanda Seyfried,Amanda Seyfried,3
514,retention,A sketch of Amanda Seyfried,Amanda Seyfried,4
515,retention,Amanda Seyfried in an official photo,Amanda Seyfried,5
516,retention,A portrait of Amy Poehler,Amy Poehler,1
517,retention,An image capturing Amy Poehler at a public event,Amy Poehler,2
518,retention,An oil painting of Amy Poehler,Amy Poehler,3
519,retention,A sketch of Amy Poehler,Amy Poehler,4
520,retention,Amy Poehler in an official photo,Amy Poehler,5
521,retention,A portrait of Amy Schumer,Amy Schumer,1
522,retention,An image capturing Amy Schumer at a public event,Amy Schumer,2
523,retention,An oil painting of Amy Schumer,Amy Schumer,3
524,retention,A sketch of Amy Schumer,Amy Schumer,4
525,retention,Amy Schumer in an official photo,Amy Schumer,5
526,retention,A portrait of Amy Winehouse,Amy Winehouse,1
527,retention,An image capturing Amy Winehouse at a public event,Amy Winehouse,2
528,retention,An oil painting of Amy Winehouse,Amy Winehouse,3
529,retention,A sketch of Amy Winehouse,Amy Winehouse,4
530,retention,Amy Winehouse in an official photo,Amy Winehouse,5
531,retention,A portrait of Andy Samberg,Andy Samberg,1
532,retention,An image capturing Andy Samberg at a public event,Andy Samberg,2
533,retention,An oil painting of Andy Samberg,Andy Samberg,3
534,retention,A sketch of Andy Samberg,Andy Samberg,4
535,retention,Andy Samberg in an official photo,Andy Samberg,5
536,retention,A portrait of Aretha Franklin,Aretha Franklin,1
537,retention,An image capturing Aretha Franklin at a public event,Aretha Franklin,2
538,retention,An oil painting of Aretha Franklin,Aretha Franklin,3
539,retention,A sketch of Aretha Franklin,Aretha Franklin,4
540,retention,Aretha Franklin in an official photo,Aretha Franklin,5
541,retention,A portrait of Avril Lavigne,Avril Lavigne,1
542,retention,An image capturing Avril Lavigne at a public event,Avril Lavigne,2
543,retention,An oil painting of Avril Lavigne,Avril Lavigne,3
544,retention,A sketch of Avril Lavigne,Avril Lavigne,4
545,retention,Avril Lavigne in an official photo,Avril Lavigne,5
546,retention,A portrait of Aziz Ansari,Aziz Ansari,1
547,retention,An image capturing Aziz Ansari at a public event,Aziz Ansari,2
548,retention,An oil painting of Aziz Ansari,Aziz Ansari,3
549,retention,A sketch of Aziz Ansari,Aziz Ansari,4
550,retention,Aziz Ansari in an official photo,Aziz Ansari,5
551,retention,A portrait of Barry Manilow,Barry Manilow,1
552,retention,An image capturing Barry Manilow at a public event,Barry Manilow,2
553,retention,An oil painting of Barry Manilow,Barry Manilow,3
554,retention,A sketch of Barry Manilow,Barry Manilow,4
555,retention,Barry Manilow in an official photo,Barry Manilow,5
556,retention,A portrait of Ben Affleck,Ben Affleck,1
557,retention,An image capturing Ben Affleck at a public event,Ben Affleck,2
558,retention,An oil painting of Ben Affleck,Ben Affleck,3
559,retention,A sketch of Ben Affleck,Ben Affleck,4
560,retention,Ben Affleck in an official photo,Ben Affleck,5
561,retention,A portrait of Ben Stiller,Ben Stiller,1
562,retention,An image capturing Ben Stiller at a public event,Ben Stiller,2
563,retention,An oil painting of Ben Stiller,Ben Stiller,3
564,retention,A sketch of Ben Stiller,Ben Stiller,4
565,retention,Ben Stiller in an official photo,Ben Stiller,5
566,retention,A portrait of Benicio Del Toro,Benicio Del Toro,1
567,retention,An image capturing Benicio Del Toro at a public event,Benicio Del Toro,2
568,retention,An oil painting of Benicio Del Toro,Benicio Del Toro,3
569,retention,A sketch of Benicio Del Toro,Benicio Del Toro,4
570,retention,Benicio Del Toro in an official photo,Benicio Del Toro,5
571,retention,A portrait of Bette Midler,Bette Midler,1
572,retention,An image capturing Bette Midler at a public event,Bette Midler,2
573,retention,An oil painting of Bette Midler,Bette Midler,3
574,retention,A sketch of Bette Midler,Bette Midler,4
575,retention,Bette Midler in an official photo,Bette Midler,5
576,retention,A portrait of Betty White,Betty White,1
577,retention,An image capturing Betty White at a public event,Betty White,2
578,retention,An oil painting of Betty White,Betty White,3
579,retention,A sketch of Betty White,Betty White,4
580,retention,Betty White in an official photo,Betty White,5
581,retention,A portrait of Bill Murray,Bill Murray,1
582,retention,An image capturing Bill Murray at a public event,Bill Murray,2
583,retention,An oil painting of Bill Murray,Bill Murray,3
584,retention,A sketch of Bill Murray,Bill Murray,4
585,retention,Bill Murray in an official photo,Bill Murray,5
586,retention,A portrait of Bill Nye,Bill Nye,1
587,retention,An image capturing Bill Nye at a public event,Bill Nye,2
588,retention,An oil painting of Bill Nye,Bill Nye,3
589,retention,A sketch of Bill Nye,Bill Nye,4
590,retention,Bill Nye in an official photo,Bill Nye,5
591,retention,A portrait of Britney Spears,Britney Spears,1
592,retention,An image capturing Britney Spears at a public event,Britney Spears,2
593,retention,An oil painting of Britney Spears,Britney Spears,3
594,retention,A sketch of Britney Spears,Britney Spears,4
595,retention,Britney Spears in an official photo,Britney Spears,5
596,retention,A portrait of Brittany Snow,Brittany Snow,1
597,retention,An image capturing Brittany Snow at a public event,Brittany Snow,2
598,retention,An oil painting of Brittany Snow,Brittany Snow,3
599,retention,A sketch of Brittany Snow,Brittany Snow,4
600,retention,Brittany Snow in an official photo,Brittany Snow,5
601,retention,A portrait of Bruce Lee,Bruce Lee,1
602,retention,An image capturing Bruce Lee at a public event,Bruce Lee,2
603,retention,An oil painting of Bruce Lee,Bruce Lee,3
604,retention,A sketch of Bruce Lee,Bruce Lee,4
605,retention,Bruce Lee in an official photo,Bruce Lee,5
606,retention,A portrait of Burt Reynolds,Burt Reynolds,1
607,retention,An image capturing Burt Reynolds at a public event,Burt Reynolds,2
608,retention,An oil painting of Burt Reynolds,Burt Reynolds,3
609,retention,A sketch of Burt Reynolds,Burt Reynolds,4
610,retention,Burt Reynolds in an official photo,Burt Reynolds,5
611,retention,A portrait of Charles Manson,Charles Manson,1
612,retention,An image capturing Charles Manson at a public event,Charles Manson,2
613,retention,An oil painting of Charles Manson,Charles Manson,3
614,retention,A sketch of Charles Manson,Charles Manson,4
615,retention,Charles Manson in an official photo,Charles Manson,5
616,retention,A portrait of Christie Brinkley,Christie Brinkley,1
617,retention,An image capturing Christie Brinkley at a public event,Christie Brinkley,2
618,retention,An oil painting of Christie Brinkley,Christie Brinkley,3
619,retention,A sketch of Christie Brinkley,Christie Brinkley,4
620,retention,Christie Brinkley in an official photo,Christie Brinkley,5
621,retention,A portrait of Christina Hendricks,Christina Hendricks,1
622,retention,An image capturing Christina Hendricks at a public event,Christina Hendricks,2
623,retention,An oil painting of Christina Hendricks,Christina Hendricks,3
624,retention,A sketch of Christina Hendricks,Christina Hendricks,4
625,retention,Christina Hendricks in an official photo,Christina Hendricks,5
626,retention,A portrait of Clint Eastwood,Clint Eastwood,1
627,retention,An image capturing Clint Eastwood at a public event,Clint Eastwood,2
628,retention,An oil painting of Clint Eastwood,Clint Eastwood,3
629,retention,A sketch of Clint Eastwood,Clint Eastwood,4
630,retention,Clint Eastwood in an official photo,Clint Eastwood,5
631,retention,A portrait of Countess Vaughn,Countess Vaughn,1
632,retention,An image capturing Countess Vaughn at a public event,Countess Vaughn,2
633,retention,An oil painting of Countess Vaughn,Countess Vaughn,3
634,retention,A sketch of Countess Vaughn,Countess Vaughn,4
635,retention,Countess Vaughn in an official photo,Countess Vaughn,5
636,retention,A portrait of Dakota Johnson,Dakota Johnson,1
637,retention,An image capturing Dakota Johnson at a public event,Dakota Johnson,2
638,retention,An oil painting of Dakota Johnson,Dakota Johnson,3
639,retention,A sketch of Dakota Johnson,Dakota Johnson,4
640,retention,Dakota Johnson in an official photo,Dakota Johnson,5
641,retention,A portrait of Dane Dehaan,Dane Dehaan,1
642,retention,An image capturing Dane Dehaan at a public event,Dane Dehaan,2
643,retention,An oil painting of Dane Dehaan,Dane Dehaan,3
644,retention,A sketch of Dane Dehaan,Dane Dehaan,4
645,retention,Dane Dehaan in an official photo,Dane Dehaan,5
646,retention,A portrait of David Bowie,David Bowie,1
647,retention,An image capturing David Bowie at a public event,David Bowie,2
648,retention,An oil painting of David Bowie,David Bowie,3
649,retention,A sketch of David Bowie,David Bowie,4
650,retention,David Bowie in an official photo,David Bowie,5
651,retention,A portrait of David Tennant,David Tennant,1
652,retention,An image capturing David Tennant at a public event,David Tennant,2
653,retention,An oil painting of David Tennant,David Tennant,3
654,retention,A sketch of David Tennant,David Tennant,4
655,retention,David Tennant in an official photo,David Tennant,5
656,retention,A portrait of Denise Richards,Denise Richards,1
657,retention,An image capturing Denise Richards at a public event,Denise Richards,2
658,retention,An oil painting of Denise Richards,Denise Richards,3
659,retention,A sketch of Denise Richards,Denise Richards,4
660,retention,Denise Richards in an official photo,Denise Richards,5
661,retention,A portrait of Doris Day,Doris Day,1
662,retention,An image capturing Doris Day at a public event,Doris Day,2
663,retention,An oil painting of Doris Day,Doris Day,3
664,retention,A sketch of Doris Day,Doris Day,4
665,retention,Doris Day in an official photo,Doris Day,5
666,retention,A portrait of Dr Dre,Dr Dre,1
667,retention,An image capturing Dr Dre at a public event,Dr Dre,2
668,retention,An oil painting of Dr Dre,Dr Dre,3
669,retention,A sketch of Dr Dre,Dr Dre,4
670,retention,Dr Dre in an official photo,Dr Dre,5
671,retention,A portrait of Elizabeth Taylor,Elizabeth Taylor,1
672,retention,An image capturing Elizabeth Taylor at a public event,Elizabeth Taylor,2
673,retention,An oil painting of Elizabeth Taylor,Elizabeth Taylor,3
674,retention,A sketch of Elizabeth Taylor,Elizabeth Taylor,4
675,retention,Elizabeth Taylor in an official photo,Elizabeth Taylor,5
676,retention,A portrait of Emma Roberts,Emma Roberts,1
677,retention,An image capturing Emma Roberts at a public event,Emma Roberts,2
678,retention,An oil painting of Emma Roberts,Emma Roberts,3
679,retention,A sketch of Emma Roberts,Emma Roberts,4
680,retention,Emma Roberts in an official photo,Emma Roberts,5
681,retention,A portrait of Fred Rogers,Fred Rogers,1
682,retention,An image capturing Fred Rogers at a public event,Fred Rogers,2
683,retention,An oil painting of Fred Rogers,Fred Rogers,3
684,retention,A sketch of Fred Rogers,Fred Rogers,4
685,retention,Fred Rogers in an official photo,Fred Rogers,5
686,retention,A portrait of Gal Gadot,Gal Gadot,1
687,retention,An image capturing Gal Gadot at a public event,Gal Gadot,2
688,retention,An oil painting of Gal Gadot,Gal Gadot,3
689,retention,A sketch of Gal Gadot,Gal Gadot,4
690,retention,Gal Gadot in an official photo,Gal Gadot,5
691,retention,A portrait of George Bush,George Bush,1
692,retention,An image capturing George Bush at a public event,George Bush,2
693,retention,An oil painting of George Bush,George Bush,3
694,retention,A sketch of George Bush,George Bush,4
695,retention,George Bush in an official photo,George Bush,5
696,retention,A portrait of George Takei,George Takei,1
697,retention,An image capturing George Takei at a public event,George Takei,2
698,retention,An oil painting of George Takei,George Takei,3
699,retention,A sketch of George Takei,George Takei,4
700,retention,George Takei in an official photo,George Takei,5
701,retention,A portrait of Gillian Anderson,Gillian Anderson,1
702,retention,An image capturing Gillian Anderson at a public event,Gillian Anderson,2
703,retention,An oil painting of Gillian Anderson,Gillian Anderson,3
704,retention,A sketch of Gillian Anderson,Gillian Anderson,4
705,retention,Gillian Anderson in an official photo,Gillian Anderson,5
706,retention,A portrait of Gordon Ramsey,Gordon Ramsey,1
707,retention,An image capturing Gordon Ramsey at a public event,Gordon Ramsey,2
708,retention,An oil painting of Gordon Ramsey,Gordon Ramsey,3
709,retention,A sketch of Gordon Ramsey,Gordon Ramsey,4
710,retention,Gordon Ramsey in an official photo,Gordon Ramsey,5
711,retention,A portrait of Halle Berry,Halle Berry,1
712,retention,An image capturing Halle Berry at a public event,Halle Berry,2
713,retention,An oil painting of Halle Berry,Halle Berry,3
714,retention,A sketch of Halle Berry,Halle Berry,4
715,retention,Halle Berry in an official photo,Halle Berry,5
716,retention,A portrait of Harry Dean Stanton,Harry Dean Stanton,1
717,retention,An image capturing Harry Dean Stanton at a public event,Harry Dean Stanton,2
718,retention,An oil painting of Harry Dean Stanton,Harry Dean Stanton,3
719,retention,A sketch of Harry Dean Stanton,Harry Dean Stanton,4
720,retention,Harry Dean Stanton in an official photo,Harry Dean Stanton,5
721,retention,A portrait of Harry Styles,Harry Styles,1
722,retention,An image capturing Harry Styles at a public event,Harry Styles,2
723,retention,An oil painting of Harry Styles,Harry Styles,3
724,retention,A sketch of Harry Styles,Harry Styles,4
725,retention,Harry Styles in an official photo,Harry Styles,5
726,retention,A portrait of Hayley Atwell,Hayley Atwell,1
727,retention,An image capturing Hayley Atwell at a public event,Hayley Atwell,2
728,retention,An oil painting of Hayley Atwell,Hayley Atwell,3
729,retention,A sketch of Hayley Atwell,Hayley Atwell,4
730,retention,Hayley Atwell in an official photo,Hayley Atwell,5
731,retention,A portrait of Heath Ledger,Heath Ledger,1
732,retention,An image capturing Heath Ledger at a public event,Heath Ledger,2
733,retention,An oil painting of Heath Ledger,Heath Ledger,3
734,retention,A sketch of Heath Ledger,Heath Ledger,4
735,retention,Heath Ledger in an official photo,Heath Ledger,5
736,retention,A portrait of Henry Cavill,Henry Cavill,1
737,retention,An image capturing Henry Cavill at a public event,Henry Cavill,2
738,retention,An oil painting of Henry Cavill,Henry Cavill,3
739,retention,A sketch of Henry Cavill,Henry Cavill,4
740,retention,Henry Cavill in an official photo,Henry Cavill,5
741,retention,A portrait of Jackie Chan,Jackie Chan,1
742,retention,An image capturing Jackie Chan at a public event,Jackie Chan,2
743,retention,An oil painting of Jackie Chan,Jackie Chan,3
744,retention,A sketch of Jackie Chan,Jackie Chan,4
745,retention,Jackie Chan in an official photo,Jackie Chan,5
746,retention,A portrait of Jada Pinkett Smith,Jada Pinkett Smith,1
747,retention,An image capturing Jada Pinkett Smith at a public event,Jada Pinkett Smith,2
748,retention,An oil painting of Jada Pinkett Smith,Jada Pinkett Smith,3
749,retention,A sketch of Jada Pinkett Smith,Jada Pinkett Smith,4
750,retention,Jada Pinkett Smith in an official photo,Jada Pinkett Smith,5
751,retention,A portrait of James Garner,James Garner,1
752,retention,An image capturing James Garner at a public event,James Garner,2
753,retention,An oil painting of James Garner,James Garner,3
754,retention,A sketch of James Garner,James Garner,4
755,retention,James Garner in an official photo,James Garner,5
756,retention,A portrait of Jason Statham,Jason Statham,1
757,retention,An image capturing Jason Statham at a public event,Jason Statham,2
758,retention,An oil painting of Jason Statham,Jason Statham,3
759,retention,A sketch of Jason Statham,Jason Statham,4
760,retention,Jason Statham in an official photo,Jason Statham,5
761,retention,A portrait of Jeff Bridges,Jeff Bridges,1
762,retention,An image capturing Jeff Bridges at a public event,Jeff Bridges,2
763,retention,An oil painting of Jeff Bridges,Jeff Bridges,3
764,retention,A sketch of Jeff Bridges,Jeff Bridges,4
765,retention,Jeff Bridges in an official photo,Jeff Bridges,5
766,retention,A portrait of Jennifer Connelly,Jennifer Connelly,1
767,retention,An image capturing Jennifer Connelly at a public event,Jennifer Connelly,2
768,retention,An oil painting of Jennifer Connelly,Jennifer Connelly,3
769,retention,A sketch of Jennifer Connelly,Jennifer Connelly,4
770,retention,Jennifer Connelly in an official photo,Jennifer Connelly,5
771,retention,A portrait of Jensen Ackles,Jensen Ackles,1
772,retention,An image capturing Jensen Ackles at a public event,Jensen Ackles,2
773,retention,An oil painting of Jensen Ackles,Jensen Ackles,3
774,retention,A sketch of Jensen Ackles,Jensen Ackles,4
775,retention,Jensen Ackles in an official photo,Jensen Ackles,5
776,retention,A portrait of Jim Morrison,Jim Morrison,1
777,retention,An image capturing Jim Morrison at a public event,Jim Morrison,2
778,retention,An oil painting of Jim Morrison,Jim Morrison,3
779,retention,A sketch of Jim Morrison,Jim Morrison,4
780,retention,Jim Morrison in an official photo,Jim Morrison,5
781,retention,A portrait of Jimmy Carter,Jimmy Carter,1
782,retention,An image capturing Jimmy Carter at a public event,Jimmy Carter,2
783,retention,An oil painting of Jimmy Carter,Jimmy Carter,3
784,retention,A sketch of Jimmy Carter,Jimmy Carter,4
785,retention,Jimmy Carter in an official photo,Jimmy Carter,5
786,retention,A portrait of Joan Rivers,Joan Rivers,1
787,retention,An image capturing Joan Rivers at a public event,Joan Rivers,2
788,retention,An oil painting of Joan Rivers,Joan Rivers,3
789,retention,A sketch of Joan Rivers,Joan Rivers,4
790,retention,Joan Rivers in an official photo,Joan Rivers,5
791,retention,A portrait of John Lennon,John Lennon,1
792,retention,An image capturing John Lennon at a public event,John Lennon,2
793,retention,An oil painting of John Lennon,John Lennon,3
794,retention,A sketch of John Lennon,John Lennon,4
795,retention,John Lennon in an official photo,John Lennon,5
796,retention,A portrait of Johnny Cash,Johnny Cash,1
797,retention,An image capturing Johnny Cash at a public event,Johnny Cash,2
798,retention,An oil painting of Johnny Cash,Johnny Cash,3
799,retention,A sketch of Johnny Cash,Johnny Cash,4
800,retention,Johnny Cash in an official photo,Johnny Cash,5
801,retention,A portrait of Jon Hamm,Jon Hamm,1
802,retention,An image capturing Jon Hamm at a public event,Jon Hamm,2
803,retention,An oil painting of Jon Hamm,Jon Hamm,3
804,retention,A sketch of Jon Hamm,Jon Hamm,4
805,retention,Jon Hamm in an official photo,Jon Hamm,5
806,retention,A portrait of Judy Garland,Judy Garland,1
807,retention,An image capturing Judy Garland at a public event,Judy Garland,2
808,retention,An oil painting of Judy Garland,Judy Garland,3
809,retention,A sketch of Judy Garland,Judy Garland,4
810,retention,Judy Garland in an official photo,Judy Garland,5
811,retention,A portrait of Julianne Moore,Julianne Moore,1
812,retention,An image capturing Julianne Moore at a public event,Julianne Moore,2
813,retention,An oil painting of Julianne Moore,Julianne Moore,3
814,retention,A sketch of Julianne Moore,Julianne Moore,4
815,retention,Julianne Moore in an official photo,Julianne Moore,5
816,retention,A portrait of Justin Bieber,Justin Bieber,1
817,retention,An image capturing Justin Bieber at a public event,Justin Bieber,2
818,retention,An oil painting of Justin Bieber,Justin Bieber,3
819,retention,A sketch of Justin Bieber,Justin Bieber,4
820,retention,Justin Bieber in an official photo,Justin Bieber,5
821,retention,A portrait of Kaley Cuoco,Kaley Cuoco,1
822,retention,An image capturing Kaley Cuoco at a public event,Kaley Cuoco,2
823,retention,An oil painting of Kaley Cuoco,Kaley Cuoco,3
824,retention,A sketch of Kaley Cuoco,Kaley Cuoco,4
825,retention,Kaley Cuoco in an official photo,Kaley Cuoco,5
826,retention,A portrait of Kate Upton,Kate Upton,1
827,retention,An image capturing Kate Upton at a public event,Kate Upton,2
828,retention,An oil painting of Kate Upton,Kate Upton,3
829,retention,A sketch of Kate Upton,Kate Upton,4
830,retention,Kate Upton in an official photo,Kate Upton,5
831,retention,A portrait of Keanu Reeves,Keanu Reeves,1
832,retention,An image capturing Keanu Reeves at a public event,Keanu Reeves,2
833,retention,An oil painting of Keanu Reeves,Keanu Reeves,3
834,retention,A sketch of Keanu Reeves,Keanu Reeves,4
835,retention,Keanu Reeves in an official photo,Keanu Reeves,5
836,retention,A portrait of Kim Jong Un,Kim Jong Un,1
837,retention,An image capturing Kim Jong Un at a public event,Kim Jong Un,2
838,retention,An oil painting of Kim Jong Un,Kim Jong Un,3
839,retention,A sketch of Kim Jong Un,Kim Jong Un,4
840,retention,Kim Jong Un in an official photo,Kim Jong Un,5
841,retention,A portrait of Kirsten Dunst,Kirsten Dunst,1
842,retention,An image capturing Kirsten Dunst at a public event,Kirsten Dunst,2
843,retention,An oil painting of Kirsten Dunst,Kirsten Dunst,3
844,retention,A sketch of Kirsten Dunst,Kirsten Dunst,4
845,retention,Kirsten Dunst in an official photo,Kirsten Dunst,5
846,retention,A portrait of Kristen Stewart,Kristen Stewart,1
847,retention,An image capturing Kristen Stewart at a public event,Kristen Stewart,2
848,retention,An oil painting of Kristen Stewart,Kristen Stewart,3
849,retention,A sketch of Kristen Stewart,Kristen Stewart,4
850,retention,Kristen Stewart in an official photo,Kristen Stewart,5
851,retention,A portrait of Krysten Ritter,Krysten Ritter,1
852,retention,An image capturing Krysten Ritter at a public event,Krysten Ritter,2
853,retention,An oil painting of Krysten Ritter,Krysten Ritter,3
854,retention,A sketch of Krysten Ritter,Krysten Ritter,4
855,retention,Krysten Ritter in an official photo,Krysten Ritter,5
856,retention,A portrait of Lana Del Rey,Lana Del Rey,1
857,retention,An image capturing Lana Del Rey at a public event,Lana Del Rey,2
858,retention,An oil painting of Lana Del Rey,Lana Del Rey,3
859,retention,A sketch of Lana Del Rey,Lana Del Rey,4
860,retention,Lana Del Rey in an official photo,Lana Del Rey,5
861,retention,A portrait of Leslie Jones,Leslie Jones,1
862,retention,An image capturing Leslie Jones at a public event,Leslie Jones,2
863,retention,An oil painting of Leslie Jones,Leslie Jones,3
864,retention,A sketch of Leslie Jones,Leslie Jones,4
865,retention,Leslie Jones in an official photo,Leslie Jones,5
866,retention,A portrait of Lily Collins,Lily Collins,1
867,retention,An image capturing Lily Collins at a public event,Lily Collins,2
868,retention,An oil painting of Lily Collins,Lily Collins,3
869,retention,A sketch of Lily Collins,Lily Collins,4
870,retention,Lily Collins in an official photo,Lily Collins,5
871,retention,A portrait of Lindsay Lohan,Lindsay Lohan,1
872,retention,An image capturing Lindsay Lohan at a public event,Lindsay Lohan,2
873,retention,An oil painting of Lindsay Lohan,Lindsay Lohan,3
874,retention,A sketch of Lindsay Lohan,Lindsay Lohan,4
875,retention,Lindsay Lohan in an official photo,Lindsay Lohan,5
876,retention,A portrait of Liv Tyler,Liv Tyler,1
877,retention,An image capturing Liv Tyler at a public event,Liv Tyler,2
878,retention,An oil painting of Liv Tyler,Liv Tyler,3
879,retention,A sketch of Liv Tyler,Liv Tyler,4
880,retention,Liv Tyler in an official photo,Liv Tyler,5
881,retention,A portrait of Lizzy Caplan,Lizzy Caplan,1
882,retention,An image capturing Lizzy Caplan at a public event,Lizzy Caplan,2
883,retention,An oil painting of Lizzy Caplan,Lizzy Caplan,3
884,retention,A sketch of Lizzy Caplan,Lizzy Caplan,4
885,retention,Lizzy Caplan in an official photo,Lizzy Caplan,5
886,retention,A portrait of Maggie Gyllenhaal,Maggie Gyllenhaal,1
887,retention,An image capturing Maggie Gyllenhaal at a public event,Maggie Gyllenhaal,2
888,retention,An oil painting of Maggie Gyllenhaal,Maggie Gyllenhaal,3
889,retention,A sketch of Maggie Gyllenhaal,Maggie Gyllenhaal,4
890,retention,Maggie Gyllenhaal in an official photo,Maggie Gyllenhaal,5
891,retention,A portrait of Matt Damon,Matt Damon,1
892,retention,An image capturing Matt Damon at a public event,Matt Damon,2
893,retention,An oil painting of Matt Damon,Matt Damon,3
894,retention,A sketch of Matt Damon,Matt Damon,4
895,retention,Matt Damon in an official photo,Matt Damon,5
896,retention,A portrait of Matt Smith,Matt Smith,1
897,retention,An image capturing Matt Smith at a public event,Matt Smith,2
898,retention,An oil painting of Matt Smith,Matt Smith,3
899,retention,A sketch of Matt Smith,Matt Smith,4
900,retention,Matt Smith in an official photo,Matt Smith,5
901,retention,A portrait of Matthew Mcconaughey,Matthew Mcconaughey,1
902,retention,An image capturing Matthew Mcconaughey at a public event,Matthew Mcconaughey,2
903,retention,An oil painting of Matthew Mcconaughey,Matthew Mcconaughey,3
904,retention,A sketch of Matthew Mcconaughey,Matthew Mcconaughey,4
905,retention,Matthew Mcconaughey in an official photo,Matthew Mcconaughey,5
906,retention,A portrait of Maya Angelou,Maya Angelou,1
907,retention,An image capturing Maya Angelou at a public event,Maya Angelou,2
908,retention,An oil painting of Maya Angelou,Maya Angelou,3
909,retention,A sketch of Maya Angelou,Maya Angelou,4
910,retention,Maya Angelou in an official photo,Maya Angelou,5
911,retention,A portrait of Megan Fox,Megan Fox,1
912,retention,An image capturing Megan Fox at a public event,Megan Fox,2
913,retention,An oil painting of Megan Fox,Megan Fox,3
914,retention,A sketch of Megan Fox,Megan Fox,4
915,retention,Megan Fox in an official photo,Megan Fox,5
916,retention,A portrait of Mel Gibson,Mel Gibson,1
917,retention,An image capturing Mel Gibson at a public event,Mel Gibson,2
918,retention,An oil painting of Mel Gibson,Mel Gibson,3
919,retention,A sketch of Mel Gibson,Mel Gibson,4
920,retention,Mel Gibson in an official photo,Mel Gibson,5
921,retention,A portrait of Melanie Griffith,Melanie Griffith,1
922,retention,An image capturing Melanie Griffith at a public event,Melanie Griffith,2
923,retention,An oil painting of Melanie Griffith,Melanie Griffith,3
924,retention,A sketch of Melanie Griffith,Melanie Griffith,4
925,retention,Melanie Griffith in an official photo,Melanie Griffith,5
926,retention,A portrait of Michael Cera,Michael Cera,1
927,retention,An image capturing Michael Cera at a public event,Michael Cera,2
928,retention,An oil painting of Michael Cera,Michael Cera,3
929,retention,A sketch of Michael Cera,Michael Cera,4
930,retention,Michael Cera in an official photo,Michael Cera,5
931,retention,A portrait of Michael Ealy,Michael Ealy,1
932,retention,An image capturing Michael Ealy at a public event,Michael Ealy,2
933,retention,An oil painting of Michael Ealy,Michael Ealy,3
934,retention,A sketch of Michael Ealy,Michael Ealy,4
935,retention,Michael Ealy in an official photo,Michael Ealy,5
936,retention,A portrait of Natalie Portman,Natalie Portman,1
937,retention,An image capturing Natalie Portman at a public event,Natalie Portman,2
938,retention,An oil painting of Natalie Portman,Natalie Portman,3
939,retention,A sketch of Natalie Portman,Natalie Portman,4
940,retention,Natalie Portman in an official photo,Natalie Portman,5
941,retention,A portrait of Neil Degrasse Tyson,Neil Degrasse Tyson,1
942,retention,An image capturing Neil Degrasse Tyson at a public event,Neil Degrasse Tyson,2
943,retention,An oil painting of Neil Degrasse Tyson,Neil Degrasse Tyson,3
944,retention,A sketch of Neil Degrasse Tyson,Neil Degrasse Tyson,4
945,retention,Neil Degrasse Tyson in an official photo,Neil Degrasse Tyson,5
946,retention,A portrait of Niall Horan,Niall Horan,1
947,retention,An image capturing Niall Horan at a public event,Niall Horan,2
948,retention,An oil painting of Niall Horan,Niall Horan,3
949,retention,A sketch of Niall Horan,Niall Horan,4
950,retention,Niall Horan in an official photo,Niall Horan,5
951,retention,A portrait of Patrick Stewart,Patrick Stewart,1
